old_path,new_path,code
/window-cleaning-edgemoor-bellingham/,/locations/bellingham/window-cleaning/,301
/window-cleaning-edison-wa/,/services/window-cleaning/,301
/window-cleaning-everson-wa/,/locations/everson/window-cleaning/,301
/window-cleaning-fairhaven-bellingham/,/locations/bellingham/window-cleaning/,301
/window-cleaning-ferndale-wa/,/locations/ferndale/window-cleaning/,301
/window-cleaning-glacier-wa/,/services/window-cleaning/,301
/window-cleaning-happy-valley-bellingham/,/locations/bellingham/window-cleaning/,301
/window-cleaning-la-conner-wa/,/services/window-cleaning/,301
/window-cleaning-lyman-wa/,/services/window-cleaning/,301
/window-cleaning-lynden-wa/,/locations/lynden/window-cleaning/,301
/window-cleaning-maple-falls-wa/,/services/window-cleaning/,301
/window-cleaning-mount-vernon-wa/,/locations/mount-vernon/,301
/window-cleaning-nooksack-wa/,/services/window-cleaning/,301
/window-cleaning-oak-harbor-wa/,/services/window-cleaning/,301
/window-cleaning-sedro-woolley-wa/,/services/window-cleaning/,301
/window-cleaning-silver-beach-bellingham/,/locations/bellingham/window-cleaning/,301
/window-cleaning-south-hill-bellingham/,/locations/bellingham/window-cleaning/,301
/window-cleaning-squalicum-bellingham/,/locations/bellingham/window-cleaning/,301
/window-cleaning-sudden-valley-wa/,/locations/sudden-valley/window-cleaning/,301
/window-cleaning-sumas-wa/,/services/window-cleaning/,301
/window-cleaning-sunnyland-bellingham/,/locations/bellingham/window-cleaning/,301
/100-5-star-reviews-and-counting-thank-you-from-king-of-kings-window-cleaning-llc/,/reviews/,301
/about-us/,/about/,301
/awards/,/about/,301
/blog/,/surface-library/,301
/careers/,/about/,301
/category/gutter-cleaning/page/2/,/services/gutter-cleaning/,301
/category/window-cleaning/page/2/,/services/window-cleaning/,301
/category/window-cleaning/page/3/,/services/window-cleaning/,301
/does-solar-panel-cleaning-really-increase-energy-production/,/services/solar-panel-cleaning/,301
/eco-friendly-moss-removal-solutions-for-washington-state-safe-alternatives-to-harmful-chemicals/,/services/moss-removal/,301
/faq/,/services/,301
/how-moss-damages-your-roof-and-how-to-protect-it/,/services/moss-removal/,301
/how-often-should-you-clean-your-windows-a-seasonal-guide-for-northwest-wa-homeowners/,/services/window-cleaning/,301
/how-often-should-you-clean-your-windows-for-the-best-results-in-bellingham-surrounding-areas/,/locations/bellingham/window-cleaning/,301
/instant-quote/,/contact/,301
/moss-prevention-tips-for-bellingham-homeowners-what-to-know-this-season/,/locations/bellingham/moss-removal/,301
/pressure-washing-slippery-driveways-walkways-winter-safety-tips-for-homeowners/,/services/pressure-washing/,301
/pricing/,/contact/,301
/professional-roof-cleaning-moss-removal-for-fall-winter-in-bellingham-surrounding-areas/,/locations/bellingham/moss-removal/,301
/professional-solar-panel-cleaning-in-bow-wa-protecting-your-solar-investment/,/services/solar-panel-cleaning/,301
/projects/,/gallery/,301
/randy-fee/,/team/randy-fee/,301
/referral-program/,/contact/,301
/residential-window-cleaning/,/services/window-cleaning/,301
/services/commercial-power-washing/,/services/pressure-washing/,301
/spring-cleaning-starts-with-your-windows-why-professional-window-washing-is-essential/,/services/window-cleaning/,301
/the-benefits-of-professional-gutter-cleaning-in-sedro-woolley-for-year-round-protection/,/services/gutter-cleaning/,301
/the-benefits-of-professional-window-washing-for-spring-cleaning/,/services/window-cleaning/,301
/top-5-dangers-of-clogged-gutters-every-homeowner-in-whatcom-skagit-county-should-know/,/services/gutter-cleaning/,301
/top-5-questions-customers-ask-about-window-washing/,/services/window-cleaning/,301
/transform-your-home-with-full-exterior-cleaning-services/,/services/house-washing/,301
/transform-your-view-with-professional-window-cleaning/,/services/window-cleaning/,301
/trusted-partners/,/about/,301
/why-fall-is-the-best-time-for-pressure-washing-in-bellingham-surrounding-areas/,/locations/bellingham/pressure-washing/,301
/why-moss-grows-so-fast-in-bellingham-surrounding-areas-and-how-professional-roof-cleaning-protects-your-home/,/locations/bellingham/moss-removal/,301
/why-pressure-washing-is-perfect-for-pacific-northwest-homes-in-sedro-woolley/,/services/pressure-washing/,301
/why-professional-window-cleaning-matters-for-homes-in-ferndale-wa/,/locations/ferndale/window-cleaning/,301
/why-pure-water-is-the-only-safe-way-to-clean-solar-panels/,/services/solar-panel-cleaning/,301
/why-roof-moss-removal-is-essential-for-homes-in-ferndale-wa-this-season/,/locations/ferndale/,301
/why-roof-moss-removal-is-essential-for-mount-vernon-homeowners/,/locations/mount-vernon/,301
/why-roof-moss-removal-is-important-for-homes-in-mount-vernon-wa/,/locations/mount-vernon/,301
/why-solar-panel-cleaning-in-bellingham-wa-helps-maximize-energy-production/,/locations/bellingham/solar-panel-cleaning/,301
/why-winter-window-washing-matters-in-bellingham-surrounding-areas/,/locations/bellingham/window-cleaning/,301
/window-cleaning-downtown-burlington/,/locations/burlington/window-cleaning/,301
/winter-moss-removal-roof-cleaning-why-treating-moss-now-saves-your-roof/,/services/moss-removal/,301
/winter-window-washing-why-clean-windows-matter-even-in-cold-weather/,/services/window-cleaning/,301
